№ ТИК,№ УИК,Адрес 1,Адрес 2,Члены избирательной комиссии,Координаты
11,454,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2","195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Леунина Надежда Александровна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Соколова Наталья Николаевна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>3</td><td><nobr>Жидеева Елизавета Александровна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>4</td><td><nobr>Демьянова Алена Александровна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>5</td><td><nobr>Еремина Кристина Алексеевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Жидеева Ольга Владимировна</nobr></td><td>Член</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>7</td><td><nobr>Приемышева Елена Александровна</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>8</td><td><nobr>Шкуратова Людмила Александровна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
</tbody></table>",60.035179 30.428604
11,455,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2","195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Сокиркин Андрей Анатольевич</nobr></td><td>Председатель</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>2</td><td><nobr>Богатырев Эльдар Абисинович</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Кунь Юлия Андреевна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>4</td><td><nobr>Колобаева Ксения Роллановна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>5</td><td><nobr>Лавренов Дмитрий Александрович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Лопатин Дмитрий Игоревич</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>7</td><td><nobr>Малкова Вероника Александровна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>8</td><td><nobr>Студилова Наталия Александровна</nobr></td><td>Член</td><td>Общественная организация ветеранов-инвалидов Афганистана и Чечни Калининского района города Санкт-Петербурга</td>
</tr>
<tr>
<td>9</td><td><nobr>Ушакова Мария Александровна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Шмакова Елена Сергеевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
</tbody></table>",60.035179 30.428604
11,456,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2","195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Лосева Виктория Васильевна</nobr></td><td>Председатель</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Фонотова Елена Александровна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>3</td><td><nobr>Кашпарова Юлия Геннадьевна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>4</td><td><nobr>Денисова Ольга Андреевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Зенович Станислав Антонович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>6</td><td><nobr>Капанин Александр Дмитриевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>7</td><td><nobr>Конохова Ольга Дмитриевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Мещерякова Светлана Владимировна</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>9</td><td><nobr>Павлова Валентина Леонидовна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>10</td><td><nobr>Спицына Ольга Сергеевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
</tbody></table>",60.0396864 30.4173167
11,457,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2","195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Молибога Дмитрий Алексеевич</nobr></td><td>Председатель</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>2</td><td><nobr>Сафронова Виктория Ивановна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Мировая Оксана Петровна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>4</td><td><nobr>Горбачева Валентина Семеновна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Иванова Ольга Юрьевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Каскова Зоя Николаевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>7</td><td><nobr>Колесникова Алефтина Васильевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>8</td><td><nobr>Матыцина Людмила Николаевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>9</td><td><nobr>Постников Вадим Викторович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Шевелева Екатерина Сергеевна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
</tbody></table>",60.0396864 30.4173167
11,458,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2","195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Каркачёва Яна Борисовна</nobr></td><td>Председатель</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>2</td><td><nobr>Соловьёв Сергей Анатольевич</nobr></td><td>Зам.председателя</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Васильева Галина Валентиновна</nobr></td><td>Секретарь</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>4</td><td><nobr>Богданова Екатерина Михайловна</nobr></td><td>Член</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Борин Кирилл Сергеевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>6</td><td><nobr>Бушкевич Алла Владимировна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Каркачева Елизавета Сергеевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>8</td><td><nobr>Кульгейко Наталия Вячеславовна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>9</td><td><nobr>Попсуевич Наталия Владимировна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>10</td><td><nobr>Севрюков Игорь Николаевич</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
</tbody></table>",60.040932 30.418024
11,459,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2","195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 35, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Шапаро Александр Александрович</nobr></td><td>Председатель</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>2</td><td><nobr>Меньщиков Кирилл Вячеславович</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Рожнова Оксана Юрьевна</nobr></td><td>Секретарь</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>4</td><td><nobr>Воронов Николай Вячеславович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>5</td><td><nobr>Литвинко Алена Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Мудрак Юрий Григорьевич</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>7</td><td><nobr>Рожнов Иван Михайлович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>8</td><td><nobr>Серебренникова Мария Сергеевна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>9</td><td><nobr>Хитрина Лариса Ивановна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>10</td><td><nobr>Чумаков Дмитрий Петрович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
</tbody></table>",60.040932 30.418024
11,460,"195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2","195267, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 33, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Васильева Людмила Владимировна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Улитина Ирина Львовна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>3</td><td><nobr>Щеголькова Наталья Васильевна</nobr></td><td>Секретарь</td><td>Общественная организация ветеранов-инвалидов Афганистана и Чечни Калининского района города Санкт-Петербурга</td>
</tr>
<tr>
<td>4</td><td><nobr>Артемов Михаил Петрович</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>5</td><td><nobr>Богданов Вячеслав Валерьевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>6</td><td><nobr>Зайцев Виктор Николаевич</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Клещуков Виталий Игоревич</nobr></td><td>Член</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Клещукова Ольга Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>9</td><td><nobr>Романов Андрей Борисович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Улитина Татьяна Валерьевна</nobr></td><td>Член</td><td>представительный орган муниципального образования</td>
</tr>
</tbody></table>",60.0396864 30.4173167
11,461,"195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2","195299, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, проспект Просвещения, дом 106, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Сигида Дарья Владимировна</nobr></td><td>Председатель</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>2</td><td><nobr>Пименов Евгений Александрович</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Якушенко Александр Андреевич</nobr></td><td>Секретарь</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>4</td><td><nobr>Куликова Елена Николаевна</nobr></td><td>Член</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Малахов Сергей Викторович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>6</td><td><nobr>Мастеница Виктор Иванович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>7</td><td><nobr>Мастеница Инна Владимировна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Мудрак Ольга Константиновна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>9</td><td><nobr>Сатункина Марина Борисовна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>10</td><td><nobr>Юдина Ольга Владимировна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
</tbody></table>",60.035179 30.428604
11,462,"195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2","195265, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Черкасова, дом 8, корпус 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Павлова Наталия Анатольевна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Павлов Александр Сергеевич</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Володина Светлана Валерьевна</nobr></td><td>Секретарь</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>4</td><td><nobr>Андрианов Денис Дмитриевич</nobr></td><td>Член</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Идрисова Наиля Касимовна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>6</td><td><nobr>Кабанов Василий Дмитриевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>7</td><td><nobr>Кропачева Наталья Викторовна</nobr></td><td>Член</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Куприянова Екатерина Евгеньевна</nobr></td><td>Член</td><td>Общественная организация ветеранов-инвалидов Афганистана и Чечни Калининского района города Санкт-Петербурга</td>
</tr>
</tbody></table>",60.02875100000001 30.420196
11,463,"195276, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 13","195276, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 13","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Иванова Екатерина Германовна</nobr></td><td>Председатель</td><td>МОО Калининского района Санкт-Петербурга СОЮЗ ""ЧЕРНОБЫЛЬ-КВАНТ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Кенцис Наталья Владимировна</nobr></td><td>Зам.председателя</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>3</td><td><nobr>Фоменко Ирина Аркадьевна</nobr></td><td>Секретарь</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>4</td><td><nobr>Кергенцев Андрей Витальевич</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>5</td><td><nobr>Кергенцева Ольга Викторовна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Ляхович Татьяна Юрьевна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>7</td><td><nobr>Петров Вячеслав Александрович</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Старовойтов Андрей Владимирович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>9</td><td><nobr>Столярова Людмила Владимировна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>10</td><td><nobr>Шачнева Галина Владимировна</nobr></td><td>Член</td><td>представительный орган муниципального образования</td>
</tr>
</tbody></table>",60.03169200000001 30.4093901
11,464,"195276, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 13","195276, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 13","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Пономарева Анна Валерьевна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>2</td><td><nobr>Зинина Марина Владимировна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Пономарева Мария Вячеславовна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>4</td><td><nobr>Бакай Мария Владимировна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Липатова Валерия Альбертовна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Лунева Ольга Юрьевна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>7</td><td><nobr>Пономарев Роман Олегович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>8</td><td><nobr>Сизов Сергей Владимирович</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
</tbody></table>",60.03169200000001 30.4093901
11,465,"195276, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 13","195276, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ №21, улица Ушинского, дом 13","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Новицкий Павел Сергеевич</nobr></td><td>Председатель</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>2</td><td><nobr>Владимиров Алексей Дмитриевич</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Бабкова Оксана Павловна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>4</td><td><nobr>Буров Никита Антонович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>5</td><td><nobr>Киреева Ксения Андреевна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Кукина Наталья Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>7</td><td><nobr>Стасюк Зоя Николаевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>8</td><td><nobr>Хомяков Тарас Дмитриевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
</tbody></table>",60.03169200000001 30.4093901
