№ ТИК,№ УИК,Адрес 1,Адрес 2,Члены избирательной комиссии,Координаты
17,535,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 15, корпус 3","195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Меншиковский проспект, дом 15, корпус 3","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Дмитриева Елена Вадимовна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>2</td><td><nobr>Голубцов Андрей Николаевич</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>3</td><td><nobr>Развозжаева Оксана Александровна</nobr></td><td>Секретарь</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>4</td><td><nobr>Большакова Людмила Николаевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>5</td><td><nobr>Дмитриева Ирина Владимировна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Карасанидзе Ирина Юрьевна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>7</td><td><nobr>Свешникова Елена Валерьевна</nobr></td><td>Член</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
<tr>
<td>8</td><td><nobr>Сморыгин Лев Григорьевич</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>9</td><td><nobr>Тихонова Вера Николаевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>10</td><td><nobr>Шиндяпина Екатерина Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
</tbody></table>",59.996301 30.4339951
17,536,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4","195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Игнатьев Дмитрий Викторович</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Зайцева Валерия Евгеньевна</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Игнатьева Ирина Михайловна</nobr></td><td>Секретарь</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>4</td><td><nobr>Бондаренко Дарья Вадимовна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Буянова Валентина Ивановна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Волошко Надежда Николаевна</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>7</td><td><nobr>Канищева Софья Александровна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>8</td><td><nobr>Киселева Ольга Валериевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>9</td><td><nobr>Лазибная Анастасия Александровна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Разумовская Валентина Васильевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
</tbody></table>",60.002976 30.425904
17,537,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4","195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Верности улица, дом 38, корпус 4","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Умнова Оксана Николаевна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Карамышева Евгения Алексеевна</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Шабарина Наталья Викторовна</nobr></td><td>Секретарь</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>4</td><td><nobr>Алексеева Анастасия Алексеевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Бойков Олег Вячеславович</nobr></td><td>Член</td><td>КаРОВАЧ</td>
</tr>
<tr>
<td>6</td><td><nobr>Булгаков Денис Анатольевич</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>7</td><td><nobr>Герасимов Олег Анатольевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>8</td><td><nobr>Руденко Дарья Борисовна</nobr></td><td>Член</td><td>КаРОВАЧ</td>
</tr>
<tr>
<td>9</td><td><nobr>Тягунов Александр Андреевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>10</td><td><nobr>Тягунова Наталия Григорьевна</nobr></td><td>Член</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
</tbody></table>",60.002976 30.425904
17,538,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Руставели улица, дом 26","195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Руставели улица, дом 26","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Иванова Анастасия Александровна</nobr></td><td>Председатель</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>2</td><td><nobr>Иванов Дмитрий Анатольевич</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Шаговик Ирина Александровна</nobr></td><td>Секретарь</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>4</td><td><nobr>Васильев Алексей Вячеславович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Гребеник Татьяна Егоровна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Давыдова Екатерина Павловна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>7</td><td><nobr>Овсянкин Виталий Анатольевич</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>8</td><td><nobr>Савинов Анатолий Владимирович</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>9</td><td><nobr>Туков Павел Александрович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>10</td><td><nobr>Черных Татьяна Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
</tbody></table>",60.00844799999999 30.432108
17,539,"195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Науки проспект, дом 44","195273, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Науки проспект, дом 44","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Фролова Антонина Юрьевна</nobr></td><td>Председатель</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
<tr>
<td>2</td><td><nobr>Максаев Михаил Александрович</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Максаева Наталья Владимировна</nobr></td><td>Секретарь</td><td>КаРОВАЧ</td>
</tr>
<tr>
<td>4</td><td><nobr>Выржиковская Мария Вадимовна</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>5</td><td><nobr>Дементьев Дмитрий Александрович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Елисеев Алексей Витальевич</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>7</td><td><nobr>Зайцева Галина Антоновна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>8</td><td><nobr>Малашенко Елена Викторовна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>9</td><td><nobr>Пассет Ольга Николаевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>10</td><td><nobr>Финогенова Любовь Иппатиевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
</tbody></table>",60.00649599999999 30.425724
17,540,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16","195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Титов Александр Борисович</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Орлинский Олег Вячеславович</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Иванова Светлана Михайловна</nobr></td><td>Секретарь</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
<tr>
<td>4</td><td><nobr>Волков Анатолий Борисович</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Гусева Людмила Васильевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>6</td><td><nobr>Зимаков Александр Александрович</nobr></td><td>Член</td><td>КаРОВАЧ</td>
</tr>
<tr>
<td>7</td><td><nobr>Зимакова Юлия Михайловна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Метик Наталия Николаевна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>9</td><td><nobr>Рюмин Алексей Алексеевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Титова Ирина Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
</tbody></table>",59.985442 30.4052469
17,541,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16","195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 16","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Стульба Игорь Алексеевич</nobr></td><td>Председатель</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>2</td><td><nobr>Гигаури Давид Ираклиевич</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>3</td><td><nobr>Киселев Юрий Александрович</nobr></td><td>Секретарь</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>4</td><td><nobr>Диев Сергей Владимирович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>5</td><td><nobr>Диева Ирина Викторовна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>6</td><td><nobr>Киселева Наталья Александровна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>7</td><td><nobr>Мишина Мария Павловна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Степаненко Филипп Николаевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>9</td><td><nobr>Штефан Владимир Михайлович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>10</td><td><nobr>Щуцкий Павел Павлович</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
</tbody></table>",59.985442 30.4052469
17,542,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 2","195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 2","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Громова Наталья Александровна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Стрельцова Наталья Васильевна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Шашина Надежда Александровна</nobr></td><td>Секретарь</td><td>КаРОВАЧ</td>
</tr>
<tr>
<td>4</td><td><nobr>Громов Егор Николаевич</nobr></td><td>Член</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
<tr>
<td>5</td><td><nobr>Малахов Максим Станиславович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>6</td><td><nobr>Мосунова Людмила Александровна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Погодин Владимир Александрович</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Пугаченко Ирина Ивановна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>9</td><td><nobr>Соколова Антонина Егоровна</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>10</td><td><nobr>Шевченко Виктория Александровна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
</tbody></table>",59.9843439 30.416158
17,543,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 5","195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Мечникова проспект, дом 5","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Круглов Сергей Алексеевич</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>2</td><td><nobr>Лисанец Татьяна Юрьевна</nobr></td><td>Зам.председателя</td><td>КаРОВАЧ</td>
</tr>
<tr>
<td>3</td><td><nobr>Продан Эльвира Михайловна</nobr></td><td>Секретарь</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>4</td><td><nobr>Батова Татьяна Георгиевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Григорьева Светлана Витальевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Дмитриева Елена Ивановна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>7</td><td><nobr>Иванова Анастасия Александровна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>8</td><td><nobr>Кулик Валентина Григорьевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>9</td><td><nobr>Руднева Татьяна Павловна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>10</td><td><nobr>Южный Олег Дмитриевич</nobr></td><td>Член</td><td>КаРОВАЧ</td>
</tr>
</tbody></table>",59.9848556 30.4190601
17,544,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10","195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Васильева Светлана Олеговна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Найденова Екатерина Александровна</nobr></td><td>Зам.председателя</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ</td>
</tr>
<tr>
<td>3</td><td><nobr>Никитина Анастасия Сергеевна</nobr></td><td>Секретарь</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>4</td><td><nobr>Анучина Ольга Александровна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>5</td><td><nobr>Багирова Ирада Аслановна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>6</td><td><nobr>Батяйкина Ирина Олеговна</nobr></td><td>Член</td><td>Общероссийская общественная организация Всероссийское общество инвалидов (ВОИ)</td>
</tr>
<tr>
<td>7</td><td><nobr>Еськова Виктория Олеговна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Михайлова Мария Дмитриевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>9</td><td><nobr>Романенко Роман Николаевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Сидельникова Ирина Владимировна</nobr></td><td>Член</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
</tbody></table>",59.98683299999999 30.420522
17,545,"195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10","195271, Город Санкт-Петербург, Калининский район, муниципальное образование муниципальный округ Пискаревка, Брюсовская улица, дом 10","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Семенова Нина Юрьевна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Федотов Сергей Николаевич</nobr></td><td>Зам.председателя</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>3</td><td><nobr>Возжаева Елена Геннадьевна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>4</td><td><nobr>Иванова Валентина Юрьевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>5</td><td><nobr>Марков Андрей Евгеньевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>6</td><td><nobr>Морозова Алла Михайловна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>7</td><td><nobr>Новоселова Вера Ивановна</nobr></td><td>Член</td><td>местная ОО Калининского района СПб СОЮЗ ""Чернобыль-Квант""</td>
</tr>
<tr>
<td>8</td><td><nobr>Пичугин Максим Олегович</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>9</td><td><nobr>Соколова Александра Николаевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Шкода Галина Ивановна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
</tbody></table>",59.98683299999999 30.420522
