№ ТИК,№ УИК,Адрес 1,Адрес 2,Члены избирательной комиссии,Координаты
1,1,"190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лермонтовский проспект, дом 14","190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лермонтовский проспект, дом 14","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Алымов Михаил Александрович</nobr></td><td>Председатель</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>2</td><td><nobr>Волков Дмитрий Эдуардович</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Алымова Ольга Сергеевна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>4</td><td><nobr>Бериева Людмила Алексеевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>5</td><td><nobr>Илюшкина Наталья Викторовна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>6</td><td><nobr>Казаков Артём Евгеньевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>7</td><td><nobr>Макаров Глеб Владимирович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>8</td><td><nobr>Павлючкова Алефтина Николаевна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>9</td><td><nobr>Раба Карл Карлович</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>10</td><td><nobr>Суслов Александр Владимирович</nobr></td><td>Член</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>11</td><td><nobr>Сухарькова Светлана Николаевна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>12</td><td><nobr>Черкас Анастасия Валерьевна</nobr></td><td>Член</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
</tbody></table>",59.9199029 30.2951296
1,2,"190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лермонтовский проспект, дом 14","190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лермонтовский проспект, дом 21","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Панюшкин Дмитрий Владимирович</nobr></td><td>Председатель</td><td>Общероссийское общественное движение ""Корпус ""За чистые выборы""</td>
</tr>
<tr>
<td>2</td><td><nobr>Кроль Людмила Николаевна</nobr></td><td>Зам.председателя</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Фатеева Светлана Валентиновна</nobr></td><td>Секретарь</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>4</td><td><nobr>Бирюк Ольга Владимировна</nobr></td><td>Член</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Вакушин Дмитрий Владимирович</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>6</td><td><nobr>Еремеева Елена Эдуардовна</nobr></td><td>Член</td><td>Региональное отделение Политической партии ""Трудовая партия России"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Ермолов Юрий Викторович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>8</td><td><nobr>Жарова Розалия Ивановна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>9</td><td><nobr>Киплер Екатерина Николаевна</nobr></td><td>Член</td><td>Региональное отделение в Санкт-Петербурге Всероссийской политической партии ""ПАРТИЯ РОСТА""</td>
</tr>
<tr>
<td>10</td><td><nobr>Колычев Дмитрий Валерьевич</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>11</td><td><nobr>Левкова Татьяна Николаевна</nobr></td><td>Член</td><td>Региональное отделение политической партии ""Российская партия пенсионеров за справедливость"" в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>12</td><td><nobr>Цимбал Виктория Петровна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
</tbody></table>",59.91924499999999 30.294641
1,3,"190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Канонерская улица, дом 33","190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Канонерская улица, дом 33","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Сорокина Дарья Валерьевна</nobr></td><td>Председатель</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>2</td><td><nobr>Громов Александр Михайлович</nobr></td><td>Зам.председателя</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Чернова Елена Александровна</nobr></td><td>Секретарь</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>4</td><td><nobr>Ахмедзянов Марат Русланович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>5</td><td><nobr>Борщевская Ирина Юрьевна</nobr></td><td>Член</td><td>Межрегиональная общественная  организация ""Ассоциация ветеранов, инвалидов и пенсионеров"" (МРОО ""АВИП"")</td>
</tr>
<tr>
<td>6</td><td><nobr>Вышневский Виктор Гаврилович</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Гарибашвили Георгий Дмитриевич</nobr></td><td>Член</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>8</td><td><nobr>Громова Татьяна Николаевна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>9</td><td><nobr>Лажинский Алексей Вячеславович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Ломова Марина Юрьевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>11</td><td><nobr>Москалева Анна Александровна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>12</td><td><nobr>Сорокина Елена Евгеньевна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>13</td><td><nobr>Тодуа Светлана Викторовна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
</tbody></table>",59.91894370000001 30.2862406
1,4,"190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Канонерская улица, дом 33","190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Садовая улица, дом 108","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Сажченко Дмитрий Олегович</nobr></td><td>Председатель</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Лобановский Яков Александрович</nobr></td><td>Зам.председателя</td><td>Региональное отделение в городе Санкт-Петербурге Политической партии ""Гражданская Платформа""</td>
</tr>
<tr>
<td>3</td><td><nobr>Скачкова Юлия Алексеевна</nobr></td><td>Секретарь</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>4</td><td><nobr>Арсеньева Юлия Александровна</nobr></td><td>Член</td><td>собрание избирателей по месту учебы</td>
</tr>
<tr>
<td>5</td><td><nobr>Богатищева Тамара Анатольевна</nobr></td><td>Член</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>6</td><td><nobr>Висков Николай Геннадьевич</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Давыдова Алина Николаевна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>8</td><td><nobr>Миллер Максим Юрьевич</nobr></td><td>Член</td><td>Региональное отделение политической партии ""Российская партия пенсионеров за справедливость"" в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>9</td><td><nobr>Новосельцев Дмитрий Сергеевич</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>10</td><td><nobr>Одинг Алексей Робертович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>11</td><td><nobr>Перфильева Анастасия Владимировна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>12</td><td><nobr>Чикшова Яна Андреевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
</tbody></table>",59.91752 30.287712
1,5,"190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лермонтовский проспект, дом 14","190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лермонтовский проспект, дом 14","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Минеев Дмитрий Николаевич</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Минеева Галина Викторовна</nobr></td><td>Зам.председателя</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>3</td><td><nobr>Моллаева Яна Юрьевна</nobr></td><td>Секретарь</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>4</td><td><nobr>Артемьев Игорь Валерьевич</nobr></td><td>Член</td><td>Региональное отделение в Санкт-Петербурге Всероссийской политической партии ""ПАРТИЯ РОСТА""</td>
</tr>
<tr>
<td>5</td><td><nobr>Баева Лилия Руслановна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>6</td><td><nobr>Глебов Сергей Александрович</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>7</td><td><nobr>Качмар Наталья Апполоновна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Козлов Виктор Викторович</nobr></td><td>Член</td><td>Межрегиональная общественная организация ""Ассоциация ветеранов, инвалидов и пенсионеров"" (МРОО ""АВИП"")</td>
</tr>
<tr>
<td>9</td><td><nobr>Озерин Виталий Витальевич</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>10</td><td><nobr>Романюк Василий Николаевич</nobr></td><td>Член</td><td>Региональное отделение в городе Санкт-Петербурге Политической партии ""Гражданская Платформа""</td>
</tr>
<tr>
<td>11</td><td><nobr>Романюк Елена Дмитриевна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>12</td><td><nobr>Царев Алексей Борисович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>13</td><td><nobr>Черепанова Наталия Игоревна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
</tbody></table>",59.9199029 30.2951296
1,6,"190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Канонерская улица, дом 33","190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Канонерская улица, дом 33","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Стилина Виолетта Грантовна</nobr></td><td>Председатель</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>2</td><td><nobr>Никулина Ольга Константиновна</nobr></td><td>Зам.председателя</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>3</td><td><nobr>Плоскова Светлана Юрьевна</nobr></td><td>Секретарь</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>4</td><td><nobr>Алексеева Марина Владимировна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>5</td><td><nobr>Балуева Марина Сергеевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>6</td><td><nobr>Батюшков Семен Алексеевич</nobr></td><td>Член</td><td>Региональное отделение в городе Санкт-Петербурге Политической партии ""Гражданская Платформа""</td>
</tr>
<tr>
<td>7</td><td><nobr>Ганиева Светлана Евгеньевна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>8</td><td><nobr>Гевейлер Павел Георгиевич</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>9</td><td><nobr>Княжецкая Лариса Борисовна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>10</td><td><nobr>Коробейникова Наталья Сергеевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>11</td><td><nobr>Снытко Александр Владимирович</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>12</td><td><nobr>Черепахина Тамара Николаевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
</tbody></table>",59.91894370000001 30.2862406
1,7,"190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, улица Союза Печатников, дом 26","190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, Лоцманская улица, дом 10","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Шуклин Андрей Сергеевич</nobr></td><td>Председатель</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>2</td><td><nobr>Маминский Расим Разимович</nobr></td><td>Зам.председателя</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>3</td><td><nobr>Звенигородская Ольга Васильевна</nobr></td><td>Секретарь</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>4</td><td><nobr>Андреева Ирина Павлиновна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Байкова Лидия Петровна</nobr></td><td>Член</td><td>Региональное отделение политической партии ""Российская партия пенсионеров за справедливость"" в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>6</td><td><nobr>Белякова Надежда Михайловна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>7</td><td><nobr>Булатова Людмила Александровна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>8</td><td><nobr>Голушкова Ирина Борисовна</nobr></td><td>Член</td><td>СПб РОООО ""РКК""</td>
</tr>
<tr>
<td>9</td><td><nobr>Демыкин Андрей Дмитриевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>10</td><td><nobr>Долганова Елена Николаевна</nobr></td><td>Член</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>11</td><td><nobr>Звенигородская Юлия Дмитриевна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>12</td><td><nobr>Шаркова Наталья Валерьевна</nobr></td><td>Член</td><td>Региональное отделение в городе Санкт-Петербурге Политической партии ""Гражданская Платформа""</td>
</tr>
<tr>
<td>13</td><td><nobr>Шегеда Татьяна Владимировна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
</tbody></table>",59.9188005 30.2765536
1,8,"190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, набережная Крюкова канала, дом 15","190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, набережная Крюкова канала, дом 15","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Прокофьева Наталья Анатольевна</nobr></td><td>Председатель</td><td>Санкт-Петербургское региональное отделение политической партии ""ПАТРИОТЫ РОССИИ""</td>
</tr>
<tr>
<td>2</td><td><nobr>Андреева Светлана Олеговна</nobr></td><td>Зам.председателя</td><td>Региональное отделение Политической партии ""Трудовая партия России"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>3</td><td><nobr>Барышникова Елена Петровна</nobr></td><td>Секретарь</td><td>Региональное отделение политической партии ""Российская партия пенсионеров за справедливость"" в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>4</td><td><nobr>Денисюк Елена Борисовна</nobr></td><td>Член</td><td>Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>5</td><td><nobr>Колесов Игорь Валентинович</nobr></td><td>Член</td><td>Региональное отделение в городе Санкт-Петербурге Политической партии ""Гражданская Платформа""</td>
</tr>
<tr>
<td>6</td><td><nobr>Поляков Виталий Игоревич</nobr></td><td>Член</td><td>Общероссийское общественное движение ""Корпус ""За чистые выборы""</td>
</tr>
<tr>
<td>7</td><td><nobr>Рыжова Ирина Викторовна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>8</td><td><nobr>Сиренко Ирина Викторовна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
<tr>
<td>9</td><td><nobr>Тенишев Роман Рамилевич</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>10</td><td><nobr>Шаповалов Александр Анатольевич</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>11</td><td><nobr>Шаруева Галина Петровна</nobr></td><td>Член</td><td>САНКТ-ПЕТЕРБУРГСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""</td>
</tr>
<tr>
<td>12</td><td><nobr>Штыкова Варвара Алексеевна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
</tbody></table>",59.92210439999999 30.2970804
1,9,"190068, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, набережная Крюкова канала, дом 15","190121, Город Санкт-Петербург, Адмиралтейский район, муниципальное образование муниципальный округ Коломна, набережная Крюкова канала, дом 3","<table cellpadding=""0"" cellspacing=""0"">
<tbody><tr>
<th></th><th>ФИО</th><th>Статус</th><th>Кем рекомендован в состав комиссии</th>
</tr>
<tr>
<td>1</td><td><nobr>Липинский Ян Александрович</nobr></td><td>Председатель</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>2</td><td><nobr>Жовнир Алиса Александровна</nobr></td><td>Зам.председателя</td><td>Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Санкт-Петербурге</td>
</tr>
<tr>
<td>3</td><td><nobr>Александрова Елена Александровна</nobr></td><td>Секретарь</td><td>Региональное отделение политической партии СОЦИАЛЬНОЙ ЗАЩИТЫ в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>4</td><td><nobr>Богомаз Дарина Васильевна</nobr></td><td>Член</td><td>СПб РОООО ""РКК""</td>
</tr>
<tr>
<td>5</td><td><nobr>Григорьева Оксана Алексеевна</nobr></td><td>Член</td><td>Региональное отделение Всероссийской политической партии ПАРТИЯ ЗА СПРАВЕДЛИВОСТЬ! в г.Санкт-Петербурге</td>
</tr>
<tr>
<td>6</td><td><nobr>Иванов Алексей Александрович</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО""</td>
</tr>
<tr>
<td>7</td><td><nobr>Киреева Марина Владимировна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""</td>
</tr>
<tr>
<td>8</td><td><nobr>Конельская Инна Феликсовна</nobr></td><td>Член</td><td>Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Санкт-Петербурге</td>
</tr>
<tr>
<td>9</td><td><nobr>Никифорова Изольда Николаевна</nobr></td><td>Член</td><td>собрание избирателей по месту работы</td>
</tr>
<tr>
<td>10</td><td><nobr>Петрушина Александра Сергеевна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение Общероссийской политической партии ""Народная партия ""За женщин России""</td>
</tr>
<tr>
<td>11</td><td><nobr>Рыбалова Анастасия Сергеевна</nobr></td><td>Член</td><td>собрание избирателей по месту жительства</td>
</tr>
<tr>
<td>12</td><td><nobr>Стрыжкова Ирина Михайловна</nobr></td><td>Член</td><td>Санкт-Петербургское региональное отделение политической партии ЛДПР - Либерально-демократической партии России</td>
</tr>
</tbody></table>",59.92683630000001 30.2937517
